id,y
えのきだけ_中国,304.18228192758505
えのきだけ_九州,283.1103894776038
えのきだけ_北海道,271.29812372193635
えのきだけ_北陸,267.21550805884857
えのきだけ_四国,289.0865194635388
えのきだけ_東北,235.42248703941894
えのきだけ_東海,296.82319502010046
えのきだけ_近畿,294.57875131282515
えのきだけ_関東,278.76314314288186
かぶ_北海道,141.63872097037327
かぶ_北陸,172.8802206578349
かぶ_東北,118.17616239635109
かぶ_東海,127.68551646125903
かぶ_近畿,157.91156457323422
かぶ_関東,129.55859155922528
かぼちゃ_中国,182.3995852265693
かぼちゃ_九州,143.14094715965487
かぼちゃ_北陸,228.24910922488934
かぼちゃ_東海,191.69032706818217
かぼちゃ_近畿,164.74171196248682
かぼちゃ_関東,204.11079671541853
かんしょ_中国,226.59851150800517
かんしょ_九州,185.53895716109335
かんしょ_北海道,256.07862130621385
かんしょ_北陸,260.9870228512711
かんしょ_四国,240.97390969546228
かんしょ_東北,208.11797583613554
かんしょ_東海,247.22101614523908
かんしょ_近畿,262.57258127653665
かんしょ_関東,228.34323948177777
きゅうり_中国,453.8672987727293
きゅうり_九州,436.74200703403005
きゅうり_北海道,507.4018432683941
きゅうり_北陸,506.1887415153176
きゅうり_四国,473.333251688206
きゅうり_東北,504.49791011100393
きゅうり_東海,462.9170870374525
きゅうり_近畿,486.8221709470537
きゅうり_関東,503.5952816417621
こまつな_中国,354.2254968239269
こまつな_九州,324.49158489014803
こまつな_北海道,612.5585915776045
こまつな_北陸,416.9099264372571
こまつな_四国,357.9782917432373
こまつな_東北,402.88204374923157
こまつな_東海,431.3522143741927
こまつな_近畿,323.8396882351308
こまつな_関東,403.5522536015609
ごぼう_中国,257.44802982986977
ごぼう_九州,177.25304230077435
ごぼう_北海道,109.33186912538937
ごぼう_北陸,171.83446968940396
ごぼう_四国,159.63932684350038
ごぼう_東北,80.1473910552137
ごぼう_東海,132.7911614984493
ごぼう_近畿,158.72005791578212
ごぼう_関東,163.28794882859555
さといも_中国,268.37899322384266
さといも_九州,232.12839576398852
さといも_北陸,288.5370679004159
さといも_東北,282.1930265702648
さといも_東海,260.1884175567015
さといも_近畿,312.9195362831841
さといも_関東,349.17223533860545
さやいんげん_中国,1252.5405003795377
さやいんげん_九州,1117.8882611375875
さやいんげん_北陸,1399.2467959404435
さやいんげん_四国,1047.4842730400917
さやいんげん_東北,1163.729979940373
さやいんげん_東海,1007.1560463874854
さやいんげん_近畿,1173.7270099164411
さやいんげん_関東,1092.2794473796803
さやえんどう_近畿,1246.0462490426132
さやえんどう_関東,1237.774915444084
ししとうがらし_中国,2715.9568057666183
ししとうがらし_九州,2368.278743459277
ししとうがらし_北陸,2651.203128160266
ししとうがらし_四国,2355.8550468332405
ししとうがらし_東北,2381.9482226154523
ししとうがらし_東海,2064.5839136872282
ししとうがらし_近畿,1671.44942951171
ししとうがらし_関東,2738.9768437715425
しめじ_中国,581.5054009860711
しめじ_九州,481.49830782595456
しめじ_北海道,679.735647036973
しめじ_北陸,650.342340068692
しめじ_四国,605.2974944414468
しめじ_東北,500.6722705117634
しめじ_東海,613.2006673285708
しめじ_近畿,597.4244038002646
しめじ_関東,513.6237935924651
しゅんぎく_九州,679.1279017945212
しゅんぎく_北海道,992.2032317145018
しゅんぎく_東北,859.3692941620318
しゅんぎく_近畿,573.1924934161902
しゅんぎく_関東,835.097299782745
しょうが_中国,683.6109807137904
しょうが_九州,574.3608186812755
しょうが_北海道,757.8382099815349
しょうが_北陸,833.3054228881731
しょうが_四国,517.7930161765487
しょうが_東北,848.5016858807612
しょうが_東海,831.8757474444969
しょうが_近畿,887.1737837368369
しょうが_関東,805.8844403137414
その他の菜類_四国,338.14889542005824
その他の菜類_東北,251.85688025018456
その他の菜類_近畿,333.22056642382336
その他の菜類_関東,399.84700069264255
その他の野菜_中国,736.6493157972526
その他の野菜_九州,530.7358917648929
その他の野菜_北海道,1001.1387166010081
その他の野菜_北陸,865.0083190840732
その他の野菜_四国,753.6095347844354
その他の野菜_東北,699.6041873747505
その他の野菜_東海,705.5512231514142
その他の野菜_近畿,716.2818878612869
その他の野菜_関東,718.366295757941
たまねぎ_中国,83.33465927021724
たまねぎ_九州,83.39152961530773
たまねぎ_北海道,65.82731919983775
たまねぎ_北陸,86.10078723906881
たまねぎ_四国,79.56021680362518
たまねぎ_東北,78.9981349550157
たまねぎ_東海,79.32495104553544
たまねぎ_近畿,85.3278584707841
たまねぎ_関東,87.71088824071167
だいこん_中国,72.46497073094996
だいこん_九州,57.46615489765649
だいこん_北海道,112.29156306346314
だいこん_北陸,93.24881816262047
だいこん_四国,90.46499422835063
だいこん_東北,93.76610786394687
だいこん_東海,83.03925685316582
だいこん_近畿,83.87035098708834
だいこん_関東,92.14153779478883
ちんげんさい_中国,292.13215342175937
ちんげんさい_九州,342.31340892578004
ちんげんさい_北海道,492.62036509960416
ちんげんさい_北陸,331.221475271232
ちんげんさい_四国,375.375310738072
ちんげんさい_東北,339.3543250194861
ちんげんさい_東海,326.75683235319775
ちんげんさい_近畿,323.4665039072066
ちんげんさい_関東,335.52192911694385
なす_中国,469.5574732969168
なす_九州,387.39712977446334
なす_北海道,608.6296090404243
なす_北陸,503.0607251369859
なす_四国,470.7204904966974
なす_東北,486.51268387677214
なす_東海,457.1320554690373
なす_近畿,496.14220854951026
なす_関東,518.0053834734216
なめこ_中国,493.5472204315457
なめこ_九州,471.83854371107304
なめこ_北海道,423.8207032140482
