id,y
えのきだけ_中国,350.0589442545477
えのきだけ_九州,414.67939021942095
えのきだけ_北海道,239.97341540485675
えのきだけ_北陸,242.9550252578503
えのきだけ_四国,289.9656746411831
えのきだけ_東北,199.471227723365
えのきだけ_東海,277.3964217571861
えのきだけ_近畿,319.57078057918534
えのきだけ_関東,230.41192325881727
かぶ_北海道,217.5131280557498
かぶ_北陸,136.73190761968843
かぶ_東北,166.22996082667584
かぶ_東海,96.48777544950241
かぶ_近畿,169.62114553297943
かぶ_関東,135.1992020782353
かぼちゃ_中国,141.86239607202836
かぼちゃ_九州,172.02303570409552
かぼちゃ_北陸,263.33485212639306
かぼちゃ_東海,209.6938150240704
かぼちゃ_近畿,191.2268017254212
かぼちゃ_関東,296.7461614538129
かんしょ_中国,260.10808411079563
かんしょ_九州,231.34053069817352
かんしょ_北海道,307.8430477116869
かんしょ_北陸,332.8443162722894
かんしょ_四国,270.5132907929456
かんしょ_東北,239.99026979110988
かんしょ_東海,272.6755090502029
かんしょ_近畿,258.05951629242975
かんしょ_関東,305.7610671270159
きゅうり_中国,821.1994754682969
きゅうり_九州,1309.9817563729525
きゅうり_北海道,691.6034436315771
きゅうり_北陸,778.0740390514313
きゅうり_四国,916.6593853206888
きゅうり_東北,690.299795924929
きゅうり_東海,597.1008545783392
きゅうり_近畿,783.0559585829837
きゅうり_関東,710.0454357225894
こまつな_中国,449.6595035694176
こまつな_九州,402.23274044893213
こまつな_北海道,504.9192535440914
こまつな_北陸,418.18451829356275
こまつな_四国,435.9672373200718
こまつな_東北,438.3572258949952
こまつな_東海,603.1613879413312
こまつな_近畿,360.60388390637456
こまつな_関東,450.14577590079256
ごぼう_中国,219.19403169883688
ごぼう_九州,141.69272780383014
ごぼう_北海道,268.3425041894709
ごぼう_北陸,190.72580211809824
ごぼう_四国,245.6737645949016
ごぼう_東北,216.00682804235174
ごぼう_東海,156.83153150608624
ごぼう_近畿,129.63519547898025
ごぼう_関東,195.0189875690216
さといも_中国,557.9056631685448
さといも_九州,701.5701506295063
さといも_北陸,555.8773575827904
さといも_東北,385.14028827977694
さといも_東海,451.7431643293827
さといも_近畿,645.6019986667088
さといも_関東,497.22548952320295
さやいんげん_中国,1351.0346413433974
さやいんげん_九州,1121.2931940497697
さやいんげん_北陸,1852.688099231661
さやいんげん_四国,1360.481839715122
さやいんげん_東北,1205.2165062262532
さやいんげん_東海,872.9948296041473
さやいんげん_近畿,1263.383444952086
さやいんげん_関東,1210.3008193934118
さやえんどう_近畿,1784.3841355442287
さやえんどう_関東,2462.7403162175624
ししとうがらし_中国,2637.4799257508407
ししとうがらし_九州,2279.9214491379153
ししとうがらし_北陸,2791.218966659123
ししとうがらし_四国,2643.6469886410596
ししとうがらし_東北,1892.5436786885577
ししとうがらし_東海,1680.1872482196627
ししとうがらし_近畿,1256.2099781735985
ししとうがらし_関東,3348.47514782521
しめじ_中国,757.4302543011179
しめじ_九州,804.1663970315662
しめじ_北海道,783.7570766342803
しめじ_北陸,753.2230987499643
しめじ_四国,661.7018956467646
しめじ_東北,821.2938792630348
しめじ_東海,698.1444910435946
しめじ_近畿,748.0357907244987
しめじ_関東,785.5386915488803
しゅんぎく_九州,846.4861832001721
しゅんぎく_北海道,1124.9257605743076
しゅんぎく_東北,1177.150357772997
しゅんぎく_近畿,878.9230780355974
しゅんぎく_関東,985.2169450572381
しょうが_中国,585.6199950653297
しょうが_九州,515.4139185656079
しょうが_北海道,746.2526187375883
しょうが_北陸,766.1063899085241
しょうが_四国,368.7400119754159
